Case,X,Y,Z,a,v,modeSelected
1,-0.6125122,0.9748749,0.1073384,4.623285,0.1832567,Tap
1,-0.6120728,0.97403,0.1086664,0,0,Tap
1,-0.587721,0.9676665,0.1288862,80.71349,1.61427,Tap
1,-0.5793094,0.967929,0.1376119,-50.40666,0.6061364,Tap
1,-0.5811378,0.9655393,0.1396332,-21.24472,0.1812419,Tap
1,-0.5795124,0.9656491,0.1409822,-3.774384,0.1057543,Tap
1,-0.5795124,0.9656491,0.1409822,-3.774384,0.1057543,Tap
1,-0.5785848,0.966004,0.1420655,-1.613493,0.0734844,Tap
1,-0.5785822,0.9660037,0.1420655,-3.667473,0.0001349357,Tap
1,-0.5785822,0.9660037,0.1420655,-3.667473,0.0001349357,Tap
1,-0.5754942,0.9651029,0.1431918,8.513535,0.1704056,Tap
1,-0.5744221,0.9647108,0.1436114,-5.4797,0.06081163,Tap
1,-0.5730464,0.9647299,0.1442418,0.7427899,0.07566743,Tap
1,-0.5725848,0.9649495,0.1445603,-2.277578,0.03011587,Tap
1,-0.5725848,0.9649495,0.1445603,-2.277578,0.03011587,Tap
1,-0.5705999,0.9651605,0.1448693,3.543983,0.1009955,Tap
1,-0.5698634,0.9650215,0.1449027,-3.174372,0.03750807,Tap
1,-0.5691448,0.9647986,0.1449456,0.008595362,0.03767998,Tap
1,-0.5691448,0.9647986,0.1449456,0.008595362,0.03767998,Tap
1,-0.5685275,0.9650894,0.1455979,0.4760515,0.04720101,Tap
1,-0.5685955,0.9647264,0.1457434,-1.367929,0.01984242,Tap
1,-0.5684926,0.9644206,0.1458268,-0.1587678,0.01666707,Tap
1,-0.5676892,0.9643607,0.1460919,1.287005,0.04240716,Tap
1,-0.5676892,0.9643607,0.1460919,1.287005,0.04240716,Tap
1,-0.5660974,0.9650676,0.1444163,-6.042095,0,Tap
1,-0.5661927,0.9648272,0.1442776,0.7336681,0.01467336,Tap
1,-0.5661927,0.9648272,0.1442776,0.7336681,0.01467336,Tap
1,-0.5643696,0.9655759,0.14253,5.851576,0.1317049,Tap
1,-0.5638959,0.9652837,0.1418576,-4.403109,0.0436427,Tap
1,-0.5635383,0.965528,0.1409345,0.3670871,0.05098445,Tap
